date,momentum_only,failure_aware
2002-12-30,-0.03581052990166016,-0.03579946170984434
2003-01-30,-0.09908664884586083,-0.07619022929234998
2003-02-28,-0.1270300476532833,-0.11334399467965035
2003-03-31,0.040980658602755834,0.062479906513704185
2003-04-30,0.12010423055778406,0.10704869259434098
2003-05-30,0.039218169586650635,-0.005144409859998311
2003-06-30,0.0567438314910328,0.10369530815315217
2003-07-31,0.12547552035997864,0.10485277013832688
2003-08-29,-0.11815679558826334,-0.1562735274456676
2003-09-30,0.10266413104400732,-0.018484348577805485
2003-10-31,-0.06937899089522674,0.02967234016796894
2003-11-28,0.052783951507762134,0.01906998863041921
2003-12-30,0.028027834320343274,-0.05137589841490985
2004-01-30,-0.05973658414327576,-0.058776895106023214
2004-02-27,-0.048603624122202975,-0.0391117765601719
2004-03-31,0.1572944579493109,0.06349834900202606
2004-04-30,-0.10613655647006236,-0.08291611072303856
2004-05-31,-0.05367267112157184,-0.07350021010737316
2004-06-30,-0.2198524989520818,-0.07622911568493741
2004-07-30,0.14081873223502087,0.1107227906970649
2004-08-31,-0.15374577613314291,0.030316516244513963
2004-09-30,0.03612204835639427,-0.015323856585447777
2004-10-29,0.009809225125020471,0.12562492502172404
2004-11-30,0.0342490625333624,-0.01688993879017601
2004-12-30,0.4407660345030789,0.2677466459846605
2005-01-31,-0.05711968148202814,-0.02106867190841575
2005-02-28,-0.08385726105564104,-0.11621440197895462
2005-03-31,-0.16363844917939954,-0.07614712201229114
2005-04-29,0.3170427138190633,0.024506867532695806
2005-05-31,0.21101911519590744,0.08763288125555264
2005-06-30,0.11691100739079575,0.12442460494319825
2005-07-29,-0.15272538635593555,-0.1070578545469853
2005-08-31,0.06322039978179733,0.1829145307277073
2005-09-30,0.08655732421667599,0.002374002397002939
2005-10-31,0.048982733521174084,0.14689530859444336
2005-11-30,-0.1394316701726593,-0.12927481035795582
2005-12-29,0.011253688888866568,-0.04251131278422694
2006-01-31,-0.026808163221756425,-0.02618458720389859
2006-02-28,-0.031063693176959818,-0.051727800656345066
2006-03-31,0.012531898139615742,0.007706890072692407
2006-04-28,-0.04053792354218256,-0.14313396843660878
2006-05-30,-0.06618077663723948,-0.08664785469510011
2006-06-30,-0.09154994714303889,-0.05713737084181996
2006-07-31,-0.11232364116905066,-0.054370912357063234
2006-08-31,-0.0004354762449006751,0.10658286591666369
2006-09-29,-0.019242415650472917,0.06504040561531613
2006-10-31,-0.018577703681785938,0.002820718929151489
2006-11-30,0.03192319818525245,0.050012820568312195
2006-12-28,-0.07621960451192508,-0.06732845612974468
2007-01-31,0.04897858887055707,0.12141362916629159
2007-02-28,0.0042300708816737234,-0.014185344919082925
2007-03-30,-0.07903903135735986,0.03116363610015147
2007-04-30,0.10633893360361421,0.16828162791195808
2007-05-31,-0.07672614335148006,0.004774858406184213
2007-06-29,0.00492136959364113,0.09026164879218097
2007-07-31,0.0009560114946577491,0.02676973233974795
2007-08-31,-0.02317565987117134,0.08878317413969138
2007-09-28,0.10437646300607864,0.031406201260113495
2007-10-31,-0.1400344108169034,-0.1102630876269411
2007-11-30,-0.2202309343834662,-0.13194853764592596
2007-12-28,-0.09004151038639667,-0.05971946181065855
2008-01-31,0.14225369370782887,0.10647553648093219
2008-02-29,0.04149408211347024,0.04400679606306903
2008-03-31,0.013198345653213395,0.023817051216800254
2008-04-30,0.04590750773316017,0.030734406837197626
2008-05-30,0.04963005585552165,-0.025059440427249894
2008-06-30,-0.05441708449494174,-0.12428013941337829
2008-07-31,-0.2092808227734361,-0.16197164064866676
2008-08-29,-0.17091009190354442,-0.13147596777630285
2008-09-30,-0.3943569790535871,-0.29714701739866084
2008-10-31,-0.05215816205366138,-0.031518352218152614
2008-11-28,-0.06288883851294293,-0.05378404921352383
2008-12-30,0.06613490486579934,-0.041314499749274966
2009-01-30,-0.0754379429509478,-0.075269477149235
2009-02-27,0.14611521179029135,0.1766981955950983
2009-03-31,0.2746367881405564,0.2770077190149697
2009-04-30,0.01922939917789893,0.015236153033797224
2009-05-29,-0.10899646512725564,-0.07017164568142811
2009-06-30,0.05490602415404928,0.13481070213716176
2009-07-31,-0.012752730471707463,0.019030844416315466
2009-08-31,0.011729796169076826,-0.09342320846076468
2009-09-30,-0.11649866714201022,-0.054875025437332615
2009-10-30,-0.19482489198137243,-0.12163659397808498
2009-11-30,0.08962742790375028,0.12055723082106189
2009-12-30,-0.11807846499623764,-0.09702177307710637
2010-01-29,0.055872576292372175,0.05370736259242426
2010-02-26,0.010282122456389394,0.05462882417020145
2010-03-31,-0.10881792462240064,-0.10317515328516969
2010-04-30,-0.059986773578663125,-0.01590228099220064
2010-05-31,-0.014624401981533534,0.004001055698675634
2010-06-30,0.0574372052226657,-0.056916718267366544
2010-07-30,-0.09783374566809062,-0.02867643234647612
2010-08-31,0.006897987559252986,0.04112497518625113
2010-09-30,0.0864685772646773,0.09761640611481233
2010-10-29,-0.13175491313710533,-0.10509411607428695
2010-11-30,0.002070974225888792,-0.005020127896316262
2010-12-30,-0.04086192557662559,-0.032821171181756086
2011-01-31,-0.07872195003052923,-0.04892999826074019
2011-02-28,0.08867562581798624,0.026813040656367103
2011-03-31,-0.04140738656757521,0.049715753099758724
2011-04-29,-0.11447590701958514,-0.05185429655222668
2011-05-31,-0.00043064115867504543,-0.08078881443539787
2011-06-30,0.14656456352974045,0.07171912707190091
2011-07-29,-0.0745381680198092,-0.0940414869958917
2011-08-31,-0.11775649025028599,-0.13188310060070682
2011-09-30,0.07488160814026787,0.12975154049587406
2011-10-31,0.04255849709749968,0.0045600993458007385
2011-11-30,0.10200386696180402,0.05949406459683788
2011-12-29,-0.040427956470341954,-0.0197319140224588
2012-01-31,0.10364445950085892,0.04090768506176678
2012-02-29,-0.06506327702729467,-0.030321501321974937
2012-03-30,-0.18842605990073535,-0.0980485458515357
2012-04-30,-0.039161378320928406,-0.050331410395525036
2012-05-31,0.07423427703091058,0.05231328215619064
2012-06-29,-0.13116675585171406,-0.13528686631588466
2012-07-31,0.21477115292910354,0.18893332685152403
2012-08-31,-0.10186337507894432,-0.06949056674586422
2012-09-28,-0.07767379957786004,-0.07131048616660252
2012-10-31,-0.05280322670125511,-0.019965694584471852
2012-11-30,-0.03274616501278198,-0.05631139160631909
2012-12-28,0.012616572491900669,-0.04427891672615811
2013-01-31,0.06699045121684737,0.09054537232070511
2013-02-28,0.03956533704124195,0.06466841390457585
2013-03-29,0.09366775270037872,0.09413891057024022
2013-04-30,-0.02696899715391,-0.06761805765320432
2013-05-31,-0.16766256810174948,-0.15359429817881926
2013-06-28,0.021811576354740278,0.04926855746236379
2013-07-31,-0.08537481126131094,0.015742413562936246
2013-08-30,0.10337955064202013,0.023424554612289573
2013-09-30,-0.03690523596909306,-0.05189087460781172
2013-10-31,-0.05039920315299875,-0.0010438922664131008
2013-11-29,-0.06893884670616468,-0.049468332983967904
2013-12-30,0.05039526225457304,0.05449403379202284
2014-01-29,0.05311265163042041,0.08010618376126252
2014-02-28,0.031079373790743277,0.015037970816194549
2014-03-31,0.037957543610787674,0.0230642025904639
2014-04-30,0.01994957359726966,-0.0006275890192732299
2014-05-30,-0.027072850233537556,-0.027233566986889102
2014-06-30,0.06998082925123922,0.06203199244238089
2014-07-31,0.022203349063894758,0.03000258378685735
2014-08-29,-0.022749881819502295,0.008821010583333115
2014-09-30,-0.03801500917003451,-0.014370369493388843
2014-10-31,-0.07137409846790091,-0.07161026669843856
2014-11-28,-0.010267429579373554,-0.019974104728766626
2014-12-30,0.15766906912806272,0.21163178843177433
2015-01-30,0.017475091190010943,0.05365505249473697
2015-02-27,0.028756216038221188,0.06338002843541472
2015-03-31,0.11952061312515774,0.13803231597912305
2015-04-30,0.12685166205232123,0.11414895003035336
2015-05-29,0.09954768789042093,0.10039453054008982
2015-06-30,-0.11215160909573711,-0.10803395965730136
2015-07-31,-0.083509882457375,-0.055770627358182036
2015-08-31,-0.029232207179534363,-0.06628462037921362
2015-09-30,0.05341229430794382,-0.0020457020005969643
2015-10-30,0.011384579867943827,0.060218788455050264
2015-11-30,-0.14412191156227147,-0.08520757871829988
2015-12-30,-0.060727648525109715,-0.07397168270701758
2016-01-29,0.006616409835945406,0.03912163408397328
2016-02-29,0.1568331206169731,0.01842978642085728
2016-03-31,0.12665224519044652,-0.00985066845911298
2016-04-29,-0.05166093960964443,-0.01267819983121595
2016-05-31,-0.04953936850081482,-0.01485248032830176
2016-06-30,-0.06094723041251024,0.06731459093432732
2016-07-29,-0.060021418187989097,-0.10248253765578362
2016-08-31,0.028544587379992565,0.09623708560154458
2016-09-30,-0.15632591345868532,-0.16744147712640917
2016-10-31,0.012387306034613476,-0.017378994249451562
2016-11-30,-0.012752806102497882,-0.018186011504258557
2016-12-29,-0.06904876950792269,-0.02545802444601415
2017-01-31,-0.13467295805151144,-0.08397100976661323
2017-02-28,0.06021779112612267,0.05971535857375863
2017-03-31,-0.16196079215116815,-0.1168050512837912
2017-04-28,0.048867810646749305,0.059864808671169265
2017-05-31,-0.012298211554145452,0.04091631276826798
2017-06-30,-0.042002897414279684,-0.035477367078131976
2017-07-31,0.07722984599727238,0.05570546651814635
2017-08-31,-0.02107244424136434,-0.0845755854399701
2017-09-29,-0.0280245692902196,-0.02849478849218384
2017-10-31,0.1455290985300939,0.12878894743608463
2017-11-30,0.02381087203889332,-0.005008264144043499
2017-12-28,0.20153592975138857,0.20545874995625005
2018-01-31,-0.012025177587358545,0.011022680896298468
2018-02-28,0.07013617313284408,0.09954290448305993
2018-03-30,0.05710537377078581,0.03475561125391753
2018-04-30,-0.032658997018577045,-0.024320928125844205
2018-05-31,-0.1789420916416119,-0.10325403504601388
2018-06-29,-0.0307602456496495,-0.0374387176519143
2018-07-31,0.035674020183747664,0.04597812041675322
2018-08-31,-0.0217370089214012,-0.008587757561516685
2018-09-28,-0.21774594078330498,-0.21328483133073622
2018-10-31,0.09137492325849594,0.054640432842282836
2018-11-30,-0.03401305460469047,-0.03865348213073657
2018-12-28,0.002287219374604125,0.05521196219701937
2019-01-31,-0.16354153656173856,-0.05461197089913351
2019-02-28,0.008318307912685386,0.08604118802791146
2019-03-29,0.06704079703708594,0.09185454070159407
2019-04-30,0.0723123955906322,0.07662951134656693
2019-05-31,0.027743446524005223,0.04218029456421728
2019-06-28,-0.10886831895043385,-0.12321349986555007
2019-07-31,-0.07042420776270332,-0.08414312777715095
2019-08-30,-0.07891774949346221,-0.03916352902290668
2019-09-30,0.0074039470350411914,-0.09378025030521929
2019-10-31,0.001503185609970666,-0.09969697315402933
2019-11-29,-0.04097375826101743,0.045525137735650006
2019-12-30,-0.08134676457786776,0.03572486688233682
2020-01-31,-0.1568095894449888,-0.16013587993661957
2020-02-28,-0.06012807658923515,-0.019294749850050367
2020-03-31,-0.044293057762216696,0.014759378165981695
2020-04-29,0.2487559892911436,0.11355407357588435
2020-05-29,0.04110477515346525,-0.03248300700312808
2020-06-30,0.35255519635486315,0.3678289533985257
2020-07-31,0.14205874871164934,0.20426282538298737
2020-08-31,-0.014042015224527141,-0.026098132090614783
2020-09-29,-0.066178026420441,-0.06045073368379109
2020-10-30,0.06111028412498636,0.04306522639244682
2020-11-30,-0.03710187685715908,0.019584321522017833
2020-12-30,-0.04067771297136893,-0.03022651302453757
2021-01-29,0.020237484055211603,0.0367549215928892
2021-02-26,0.04981578178063817,0.011794762531201522
2021-03-31,-0.0024225769224863153,0.06213949674019423
2021-04-30,-0.0418697324358125,-0.05676755737541149
2021-05-31,-0.017631911458091398,-0.03270547039181349
2021-06-30,-0.05389367538851477,-0.058048758316383564
2021-07-30,-0.09537504994664162,-0.04603367740487932
2021-08-31,0.031116125726263242,0.0672429396385261
2021-09-30,-0.11943436566671094,-0.12144283576960474
2021-10-29,0.018908903022158943,-0.045416327634709264
2021-11-30,-0.010050959020447588,-0.014770962356600699
2021-12-30,-0.24669019046189325,-0.20377591271668388
2022-01-28,0.017087850415262857,-0.012406821681674578
2022-02-28,-0.03416948733786609,0.031113231576515545
2022-03-31,-0.091193176836657,-0.03200074220673632
2022-04-29,-0.01765642409651019,0.00287567948721507
2022-05-31,-0.1860647459782198,-0.18495483919689662
2022-06-30,-0.04424701337361445,-0.004844643313145839
2022-07-29,0.021522689185144547,0.14472468130280167
2022-08-31,0.0566337653769685,-0.07030203796699644
2022-09-30,0.03325302458628039,0.0525674318770801
2022-10-31,0.10582310467334914,0.08604168588679977
2022-11-30,-0.14161630723288204,-0.11006378774802243
2022-12-29,0.034548416907629755,0.10628842024656816
2023-01-31,0.09987828608318564,0.12667454280513404
2023-02-28,0.15219228048425845,0.12316937425838681
2023-03-31,-0.01420289172905873,-0.10689837532921159
2023-04-28,0.008825492455991868,-0.000659843351778063
2023-05-31,0.0630786086383605,0.01667139133526791
2023-06-30,0.11970650932878237,0.14182701664204714
2023-07-31,0.02041268328944063,-0.03979322416946981
2023-08-31,-0.18437621188541578,-0.10865430178653565
2023-09-27,-0.14392933376910536,-0.16309310039192593
2023-10-31,0.09497951164246987,0.12049242904090911
2023-11-30,-0.05029711863563838,-0.05389517897401779
2023-12-28,-0.13624523455991347,-0.1046481697601653
2024-01-31,0.16294332271713882,0.1435898336734959
2024-02-29,0.017108319112358304,0.09479792669696645
2024-03-29,-0.02588045753406273,-0.008997475884955475
2024-04-30,0.0021471093183397386,-0.0018321249289673565
2024-05-31,0.07744149842162808,0.08065464627914354
2024-06-28,-0.11892540677941227,-0.10248386576861396
2024-07-31,-0.12307648545550437,-0.1187969400181163
2024-08-30,0.011681941698751041,0.08422982702408964
2024-09-30,-0.10713864853628839,-0.0805397644813272
2024-10-31,-0.14383146875907984,-0.14427469186007139
2024-11-29,-0.0070466020576654635,0.015909419441016807
2024-12-30,-0.040250385733901446,-0.022410817117233195
2025-01-31,0.010036285517432464,0.020956541279282745
2025-02-28,-0.10525718055388035,-0.10583890447066498
2025-03-31,0.09587127114788747,0.17819365665528455
2025-04-30,-0.04619520023796171,0.03662032404268826
2025-05-30,0.08094593465189419,0.15169548880179728
2025-06-30,-0.03987385871192707,-0.002378003176880065
2025-07-31,-0.03417895934702799,0.005257182295159169
2025-08-29,0.07148978728080001,0.07350528159340393
2025-09-30,0.04206751611122494,0.0806308430961136
2025-10-31,0.02033154345392184,-0.00608890870003835
2025-11-28,0.07970405582644748,0.12023019218774333
2025-12-30,0.14468278517717406,0.1792511903010118
2026-01-30,0.04785661619644666,0.05027340058856184
2026-02-27,-0.13153089447491725,-0.18289355427302909
2026-03-31,0.17375699253658952,0.23888065951704737
2026-04-30,0.015155625858300015,0.019993557442746814
